,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
110,2021-11-24,168.40931849955123,158.7997084188879,180.37328694438293,168.40931849955123,168.40931849955123,0.9028127818877449,0.9028127818877449,0.9028127818877449,0.9028127818877449,0.9028127818877449,0.9028127818877449,0.0,0.0,0.0,169.31213128143898
111,2021-11-26,168.30604407460635,157.00261220456312,178.73619620470654,168.30604407460635,168.30604407460635,-0.1328110758959393,-0.1328110758959393,-0.1328110758959393,-0.1328110758959393,-0.1328110758959393,-0.1328110758959393,0.0,0.0,0.0,168.1732329987104
112,2021-11-29,168.15113243718898,157.08081749802574,180.58087842395733,168.15113243718898,168.15113243718898,0.38600510031807017,0.38600510031807017,0.38600510031807017,0.38600510031807017,0.38600510031807017,0.38600510031807017,0.0,0.0,0.0,168.53713753750705
113,2021-11-30,168.03657740887041,156.68423673803954,180.22735141489943,168.03657740887041,168.03657740887041,0.9121953137274793,0.9121953137274793,0.9121953137274793,0.9121953137274793,0.9121953137274793,0.9121953137274793,0.0,0.0,0.0,168.94877272259788
114,2021-12-01,167.92202238055182,157.94943119897707,180.3337614016797,167.92202238055182,167.92202238055182,0.9028127818880035,0.9028127818880035,0.9028127818880035,0.9028127818880035,0.9028127818880035,0.9028127818880035,0.0,0.0,0.0,168.82483516243983
115,2021-12-02,167.80746735223323,157.20962114228672,179.51007164282882,167.80746735223323,167.80746735223323,0.548897176302221,0.548897176302221,0.548897176302221,0.548897176302221,0.548897176302221,0.548897176302221,0.0,0.0,0.0,168.35636452853547
116,2021-12-03,167.69291232391464,156.37769959940206,178.81392543177174,167.69291232391464,167.69291232391464,-0.13281107589702343,-0.13281107589702343,-0.13281107589702343,-0.13281107589702343,-0.13281107589702343,-0.13281107589702343,0.0,0.0,0.0,167.56010124801762
117,2021-12-06,167.34924723895887,156.68953004494978,178.86948797620917,167.34924723895887,167.34924723895887,0.38600510031895274,0.38600510031895274,0.38600510031895274,0.38600510031895274,0.38600510031895274,0.38600510031895274,0.0,0.0,0.0,167.73525233927782
118,2021-12-07,167.2346922106403,157.10537580136096,179.12749864678975,167.2346922106403,167.2346922106403,0.9121953137274478,0.9121953137274478,0.9121953137274478,0.9121953137274478,0.9121953137274478,0.9121953137274478,0.0,0.0,0.0,168.14688752436774
119,2021-12-08,167.1201371823217,157.69002976542026,179.18923188469265,167.1201371823217,167.1201371823217,0.9028127818882038,0.9028127818882038,0.9028127818882038,0.9028127818882038,0.9028127818882038,0.9028127818882038,0.0,0.0,0.0,168.02294996420991
